,9501 東証1部 東京電力ホールディングス(株)（電気・ガス業）,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2015-09-09,790,795,774,795,62447200,795
2015-09-10,784,829,777,827,108242600,827
2015-09-11,816,846,815,831,86092700,831
2015-09-14,836,844,812,820,56722400,820
2015-09-15,826,828,804,818,48258400,818
2015-09-16,823,824,790,799,54266700,799
2015-09-17,800,821,793,818,38485000,818
2015-09-18,813,815,801,804,29703500,804
2015-09-24,790,806,787,791,26557100,791
2015-09-25,795,819,791,819,41905500,819
2015-09-28,826,833,809,818,35561200,818
2015-09-29,808,813,784,795,38294400,795
2015-09-30,805,807,766,797,51258800,797
2015-10-01,800,820,786,817,42377200,817
2015-10-02,816,827,807,812,32520700,812
2015-10-05,818,825,815,823,21352500,823
2015-10-06,828,833,821,825,24037700,825
2015-10-07,827,843,824,841,38802100,841
2015-10-08,848,855,832,832,38436000,832
2015-10-09,837,842,825,839,28222000,839
2015-10-13,839,847,835,842,19739000,842
2015-10-14,837,840,823,825,22005900,825
2015-10-15,821,837,815,837,23685100,837
2015-10-16,841,848,838,842,23308100,842
2015-10-19,847,876,842,871,67922800,871
2015-10-20,875,876,828,832,52227700,832
2015-10-21,833,843,823,843,24196700,843
2015-10-22,839,848,835,839,15369100,839
2015-10-23,850,851,835,836,19338300,836
2015-10-26,841,845,836,838,12808800,838
2015-10-27,838,847,834,840,12814300,840
2015-10-28,841,843,834,836,11316100,836
2015-10-29,837,839,826,828,12803300,828
2015-10-30,837,841,816,829,27655700,829
2015-11-02,820,823,806,810,19379500,810
2015-11-04,814,818,801,801,16769600,801
2015-11-05,799,800,781,793,24558700,793
2015-11-06,796,811,795,809,14526200,809
2015-11-09,811,816,803,808,13828000,808
2015-11-10,803,806,797,801,11135100,801
2015-11-11,798,802,794,799,12958500,799
2015-11-12,799,805,797,800,9918800,800
2015-11-13,795,799,790,790,9295600,790
2015-11-16,775,787,774,779,10470900,779
2015-11-17,786,790,783,785,9411800,785
2015-11-18,785,790,781,783,9229400,783
2015-11-19,788,789,780,782,8313100,782
2015-11-20,783,785,777,781,7848500,781
2015-11-24,778,780,770,770,10116500,770
2015-11-25,766,802,763,792,39747600,792
2015-11-26,786,796,782,783,13088400,783
2015-11-27,785,785,766,768,12065000,768
2015-11-30,768,772,752,754,13679700,754
2015-12-01,752,773,752,773,13828800,773
2015-12-02,772,780,769,775,8493600,775
2015-12-03,775,778,766,766,10070600,766
2015-12-04,759,764,757,764,11699300,764
2015-12-07,770,770,763,764,6780200,764
2015-12-08,763,764,754,755,8942000,755
2015-12-09,756,763,751,753,9635700,753
2015-12-10,750,765,748,756,12120100,756
2015-12-11,750,756,750,753,9322700,753
2015-12-14,743,744,718,738,21787100,738
2015-12-15,737,744,728,731,10734600,731
2015-12-16,737,739,729,732,7798100,732
2015-12-17,739,759,735,756,19547000,756
2015-12-18,749,762,736,737,17190100,737
2015-12-21,733,734,716,732,13298300,732
2015-12-22,732,733,720,733,13257100,733
2015-12-24,734,743,718,722,11208700,722
2015-12-25,714,717,671,673,29177400,673
2015-12-28,663,694,663,692,19857500,692
2015-12-29,687,697,675,692,11573700,692
2015-12-30,690,705,690,699,10905700,699
2016-01-04,689,696,680,684,10437900,684
2016-01-05,677,694,675,691,12309300,691
2016-01-06,695,700,677,681,11706000,681
2016-01-07,681,696,679,691,17785600,691
2016-01-08,685,692,677,681,20905200,681
2016-01-12,671,679,656,659,21341400,659
2016-01-13,667,670,658,668,14279500,668
2016-01-14,650,652,628,639,15129500,639
2016-01-15,643,643,626,631,15172300,631
2016-01-18,601,615,593,610,16635900,610
2016-01-19,607,616,599,607,14862600,607
2016-01-20,601,605,570,572,16499400,572
2016-01-21,564,589,548,548,38717300,548
2016-01-22,570,589,558,585,25832400,585
2016-01-25,591,593,575,585,16147500,585
2016-01-26,579,579,562,564,12696500,564
2016-01-27,574,589,572,585,14715900,585
2016-01-28,580,585,574,576,12250500,576
2016-01-29,580,601,572,600,19698100,600
2016-02-01,640,641,612,619,18758600,619
2016-02-02,613,654,611,644,25294900,644
2016-02-03,630,635,611,622,23116700,622
2016-02-04,615,629,610,613,16886900,613
2016-02-05,605,606,591,601,15111000,601
2016-02-08,588,613,586,609,12471200,609
2016-02-09,599,605,586,591,19736400,591
2016-02-10,588,591,531,549,32844700,549
2016-02-12,539,558,522,527,26511900,527
2016-02-15,550,583,537,577,23231200,577
2016-02-16,574,577,561,563,19114800,563
2016-02-17,559,562,532,544,15819100,544
2016-02-18,555,575,554,572,22167100,572
2016-02-19,571,576,553,565,24817100,565
2016-02-22,561,562,550,560,12104400,560
2016-02-23,565,582,564,567,20383600,567
2016-02-24,562,565,551,554,15956300,554
2016-02-25,558,585,557,582,19052100,582
2016-02-26,588,609,588,594,17426400,594
2016-02-29,604,610,572,572,19005200,572
2016-03-01,577,594,570,589,17185200,589
2016-03-02,608,611,599,603,16904600,603
2016-03-03,605,617,604,611,13697000,611
2016-03-04,619,635,613,630,19925500,630
2016-03-07,635,635,616,623,12183200,623
2016-03-08,615,623,609,617,12790600,617
2016-03-09,609,616,603,607,11943900,607
2016-03-10,586,602,570,594,34582500,594
2016-03-11,587,593,574,585,20451200,585
2016-03-14,595,607,589,603,11494200,603
2016-03-15,607,611,600,604,10644800,604
2016-03-16,598,604,588,588,7927700,588
2016-03-17,592,596,576,580,12015100,580
2016-03-18,580,588,565,569,18642100,569
2016-03-22,578,588,575,584,10841300,584
2016-03-23,586,595,584,587,7452400,587
2016-03-24,585,589,581,581,7189900,581
2016-03-25,580,590,579,586,6437200,586
2016-03-28,586,599,586,599,10237400,599
2016-03-29,598,610,598,607,11233300,607
2016-03-30,607,608,592,592,10514500,592
2016-03-31,599,624,589,619,24713800,619
2016-04-01,618,622,593,595,19391900,595
2016-04-04,593,618,593,611,14666100,611
2016-04-05,605,606,593,595,14210100,595
2016-04-06,590,606,574,602,23816800,602
2016-04-07,599,602,577,582,13934600,582
2016-04-08,572,592,562,583,16724700,583
2016-04-11,581,583,570,577,10427200,577
2016-04-12,580,594,578,589,11599000,589
2016-04-13,598,603,593,601,12307900,601
2016-04-14,610,624,604,621,23100600,621
2016-04-15,612,624,609,620,15615300,620
2016-04-18,603,607,590,592,18835800,592
2016-04-19,601,609,600,605,15674100,605
2016-04-20,614,619,606,608,13543900,608
2016-04-21,618,618,608,610,10877400,610
2016-04-22,605,609,601,609,13004700,609
2016-04-25,610,614,602,610,12855100,610
2016-04-26,612,618,599,606,14969900,606
2016-04-27,609,614,601,603,12854700,603
2016-04-28,604,616,587,590,18732000,590
2016-05-02,573,580,558,564,20172700,564
2016-05-06,559,561,537,543,17344700,543
2016-05-09,550,550,521,526,20552800,526
2016-05-10,528,538,523,538,15798900,538
2016-05-11,537,546,533,537,13905700,537
2016-05-12,529,535,525,535,11559500,535
2016-05-13,535,541,527,527,12837900,527
2016-05-16,526,528,507,517,13566300,517
2016-05-17,518,532,517,531,8875900,531
2016-05-18,525,535,522,531,14294400,531
2016-05-19,533,535,524,526,12529100,526
2016-05-20,530,535,526,532,9861700,532
2016-05-23,534,535,520,522,13523800,522
2016-05-24,523,523,512,513,9730400,513
2016-05-25,520,522,514,515,7830000,515
2016-05-26,520,522,510,511,11696000,511
2016-05-27,512,513,506,509,13115200,509
2016-05-30,506,514,504,512,10549900,512
2016-05-31,517,523,514,521,13940800,521
2016-06-01,518,518,508,509,17227200,509
2016-06-02,509,509,493,495,18713800,495
2016-06-03,494,498,479,483,14995000,483
2016-06-06,475,486,472,485,18270400,485
2016-06-07,487,488,479,480,10332700,480
2016-06-08,475,477,468,473,15192900,473
2016-06-09,477,480,469,472,12896300,472
2016-06-10,471,472,462,467,12616500,467
2016-06-13,454,455,442,442,12648100,442
2016-06-14,442,448,440,442,14003600,442
2016-06-15,438,443,429,438,20503300,438
2016-06-16,439,443,427,429,13012700,429
2016-06-17,433,436,429,433,18918200,433
2016-06-20,435,451,435,442,15733800,442
2016-06-21,439,444,433,442,9068500,442
2016-06-22,443,444,423,425,15701500,425
2016-06-23,427,431,425,430,9030000,430
2016-06-24,435,437,387,395,22120300,395
2016-06-27,395,419,395,415,13962500,415
2016-06-28,407,422,401,415,15267900,415
2016-06-29,427,429,415,419,10899400,419
2016-06-30,428,435,421,432,14933100,432
2016-07-01,435,438,426,428,11071300,428
2016-07-04,430,430,420,426,8847500,426
2016-07-05,426,430,421,425,8318700,425
2016-07-06,417,419,406,412,9716000,412
2016-07-07,415,416,406,409,6954200,409
2016-07-08,409,410,402,403,8561300,403
2016-07-11,413,415,405,411,8266500,411
2016-07-12,417,430,416,422,11238000,422
2016-07-13,432,437,426,435,12246800,435
2016-07-14,439,439,430,430,7193000,430
2016-07-15,434,444,431,440,11171300,440
2016-07-19,441,443,424,427,10656800,427
2016-07-20,420,422,413,421,9675900,421
2016-07-21,422,425,416,421,6477900,421
2016-07-22,419,424,417,421,7633800,421
2016-07-25,423,434,421,429,9739500,429
2016-07-26,429,429,415,417,9732000,417
2016-07-27,416,422,415,419,8941600,419
2016-07-28,419,420,411,412,7057400,412
2016-07-29,409,410,395,404,18862500,404
2016-08-01,395,396,383,387,18396600,387
2016-08-02,381,384,375,375,13210900,375
2016-08-03,368,368,354,358,16801800,358
2016-08-04,363,365,357,361,12220500,361
2016-08-05,361,362,358,360,7159400,360
2016-08-08,364,365,354,358,13473900,358
2016-08-09,360,362,348,352,14663500,352
2016-08-10,353,353,343,346,12910900,346
2016-08-12,350,363,349,359,12947300,359
2016-08-15,357,359,350,350,7186200,350
2016-08-16,350,359,348,348,11277700,348
2016-08-17,350,362,349,360,12577700,360
2016-08-18,357,357,344,345,17278500,345
2016-08-19,349,351,345,348,10923300,348
2016-08-22,353,354,349,353,7198800,353
2016-08-23,356,375,355,372,26751900,372
2016-08-24,377,392,373,378,27361200,378
2016-08-25,380,382,367,370,13112900,370
2016-08-26,370,370,362,363,10047000,363
2016-08-29,364,369,363,366,6490100,366
2016-08-30,363,375,357,374,14989200,374
2016-08-31,406,424,388,417,97108900,417
2016-09-01,430,438,417,422,69687000,422
2016-09-02,418,433,411,431,52402000,431
2016-09-05,428,452,428,431,67592900,431
2016-09-06,432,435,422,434,30813100,434
2016-09-07,435,444,432,437,39322900,437
2016-09-08,438,439,425,427,27410500,427
2016-09-09,426,434,424,431,20131600,431
2016-09-12,423,428,418,421,20018400,421
2016-09-13,425,425,413,414,17767500,414
2016-09-14,406,410,402,404,19892800,404
2016-09-15,404,406,398,404,15752100,404
2016-09-16,403,415,401,414,20016100,414
2016-09-20,411,423,411,419,15589300,419
2016-09-21,424,431,415,430,22415200,430
2016-09-23,429,430,422,427,13179000,427
2016-09-26,429,437,425,431,17352400,431
2016-09-27,427,438,424,438,19025900,438
2016-09-28,438,440,433,436,11583900,436
2016-09-29,439,470,437,453,56922100,453
2016-09-30,443,445,434,435,20015400,435
2016-10-03,436,440,425,427,12048100,427
2016-10-04,426,432,424,428,10284800,428
2016-10-05,430,431,394,414,64635500,414
2016-10-06,416,420,411,416,18928900,416
2016-10-07,415,418,412,416,10543400,416
2016-10-11,416,425,414,419,8171200,419
2016-10-12,415,420,409,411,16740000,411
2016-10-13,409,417,405,409,16604900,409
2016-10-17,394,395,382,385,60971700,385
2016-10-19,391,398,391,395,23133700,395
2016-10-20,399,405,398,403,13015700,403
2016-10-21,408,410,405,406,11318200,406
2016-10-24,408,410,401,403,7825000,403
2016-10-25,405,409,405,406,8822300,406
2016-10-26,407,412,404,410,11001100,410
2016-10-27,411,413,409,411,8041900,411
2016-10-28,415,417,412,413,8818000,413
2016-10-31,409,412,405,408,8572400,408
2016-11-01,405,430,405,424,25846200,424
2016-11-02,420,430,418,425,30091300,425
2016-11-04,420,424,413,415,15034600,415
2016-11-07,417,419,408,410,10998100,410
2016-11-08,413,414,406,407,7846200,407
2016-11-09,408,412,385,391,26335400,391
2016-11-10,409,410,403,407,12046700,407
2016-11-11,409,410,401,403,10076000,403
2016-11-14,405,408,403,405,7864100,405
2016-11-15,407,412,404,406,13273300,406
2016-11-16,408,415,405,415,13596300,415
2016-11-17,416,425,415,425,16376500,425
2016-11-18,428,429,422,424,13163700,424
2016-11-21,429,436,427,427,18060300,427
2016-11-22,423,424,416,421,17772000,421
2016-11-24,422,424,418,422,7913800,422
2016-11-25,420,428,419,427,12297600,427
2016-11-28,423,432,421,431,14535300,431
2016-11-29,431,433,427,429,8805400,429
2016-11-30,432,435,425,425,15519100,425
2016-12-01,428,429,423,424,9122800,424
2016-12-02,423,426,418,420,10476700,420
2016-12-05,419,420,414,417,8440400,417
2016-12-06,420,429,416,428,17975400,428
2016-12-07,433,457,430,457,40141400,457
2016-12-08,473,537,472,537,110148400,537
2016-12-09,551,566,512,521,134585300,521
2016-12-12,524,536,504,513,49933500,513
2016-12-13,512,539,508,533,58780300,533
2016-12-14,532,558,526,539,98878000,539
2016-12-15,537,552,518,527,55395600,527
2016-12-16,537,543,527,537,39104900,537
2016-12-19,539,544,529,536,19451300,536
2016-12-20,532,534,513,516,27718000,516
2016-12-21,517,521,507,510,21338500,510
2016-12-22,509,509,494,500,17603700,500
2016-12-26,498,506,490,492,18341000,492
2016-12-27,495,502,493,497,13133600,497
2016-12-28,495,499,492,495,10250900,495
2016-12-29,491,493,474,480,19555400,480
2016-12-30,474,479,471,472,14087700,472
2017-01-04,482,506,480,493,30599500,493
2017-01-05,490,493,482,487,16790900,487
2017-01-06,480,484,477,479,11575700,479
2017-01-10,478,481,472,474,11729700,474
2017-01-11,473,487,473,477,14412500,477
2017-01-12,475,478,464,470,14899000,470
2017-01-13,465,475,465,472,16150800,472
2017-01-16,469,474,462,467,13764400,467
2017-01-17,464,466,455,456,14787200,456
2017-01-18,451,461,451,461,11317300,461
2017-01-19,477,484,466,467,21382200,467
2017-01-20,468,469,461,465,10267000,465
2017-01-23,461,462,455,458,7570000,458
2017-01-24,452,454,444,447,14236900,447
2017-01-25,451,456,442,445,12826600,445
2017-01-26,450,454,445,446,12110000,446
2017-01-27,448,450,442,448,9192000,448
2017-01-30,444,445,438,440,15528200,440
2017-01-31,435,435,430,433,11438300,433
2017-02-01,433,443,433,439,11376100,439
2017-02-02,439,439,427,429,10227400,429
2017-02-03,428,429,422,425,10241800,425
2017-02-06,428,429,416,419,11681300,419
2017-02-07,416,427,415,423,12038800,423
2017-02-08,422,430,422,427,7469600,427
2017-02-09,428,429,421,424,6827200,424
2017-02-10,430,434,428,433,9749600,433
2017-02-13,438,439,430,432,7244500,432
2017-02-14,435,436,430,430,5978400,430
2017-02-15,434,434,429,429,4964100,429
2017-02-16,430,431,421,424,6253100,424
2017-02-17,421,427,421,423,7360800,423
2017-02-20,425,434,424,433,9519100,433
2017-02-21,434,442,433,440,11333100,440
2017-02-22,445,446,438,441,13929100,441
2017-02-23,437,438,428,433,9682000,433
2017-02-24,432,437,431,435,8700400,435
2017-02-27,432,432,425,429,5850400,429
2017-02-28,432,437,431,432,9009200,432
2017-03-01,434,434,430,431,7325000,431
2017-03-02,442,443,434,435,9081800,435
2017-03-03,435,435,431,433,6066800,433
2017-03-06,432,433,429,431,5192100,431
2017-03-07,431,433,428,429,6270900,429
2017-03-08,428,432,427,430,7328800,430
2017-03-09,430,430,424,428,8631800,428
2017-03-10,431,432,427,428,10977100,428
2017-03-13,431,437,430,436,8137500,436
2017-03-14,436,437,433,435,3957500,435
2017-03-15,434,434,427,428,6380400,428
2017-03-16,428,430,425,426,7059100,426
2017-03-17,424,425,418,420,15484600,420
2017-03-21,419,423,416,417,9201600,417
2017-03-22,418,421,413,414,13429400,414
2017-03-23,416,420,414,417,9049600,417
2017-03-24,416,426,415,425,9812200,425
2017-03-27,423,424,415,417,9684400,417
2017-03-28,419,431,419,424,21374300,424
2017-03-29,431,454,430,442,53135500,442
2017-03-30,440,450,436,440,21978300,440
2017-03-31,444,446,436,436,18043000,436
2017-04-03,438,441,434,438,11043400,438
2017-04-04,438,439,430,433,11227400,433
2017-04-05,434,438,431,437,8407500,437
2017-04-06,436,437,425,428,11738600,428
2017-04-07,430,431,423,424,13262000,424
2017-04-10,427,428,419,422,8462500,422
2017-04-11,418,420,415,419,8144300,419
2017-04-12,415,417,411,412,10451500,412
2017-04-13,410,415,408,415,12975500,415
2017-04-14,407,411,401,405,12907000,405
2017-04-17,400,414,400,414,12332000,414
2017-04-18,419,419,415,418,8509500,418
2017-04-19,419,423,416,423,11501700,423
2017-04-20,427,433,420,422,14905700,422
2017-04-21,429,433,424,431,11727800,431
2017-04-24,435,437,433,434,11774300,434
2017-04-25,437,443,434,441,12590900,441
2017-04-26,444,445,440,443,10677400,443
2017-04-27,436,439,431,433,10357800,433
2017-04-28,430,436,429,433,6283800,433
2017-05-01,432,437,430,436,7094100,436
2017-05-02,438,446,437,441,14043500,441
2017-05-08,448,454,446,450,19617100,450
2017-05-09,452,468,450,462,32917500,462
2017-05-10,462,465,457,460,20379500,460
2017-05-11,457,466,454,464,19694500,464
2017-05-12,470,489,469,474,42567600,474
2017-05-15,467,471,458,464,14770200,464
2017-05-16,470,470,459,463,8666700,463
2017-05-17,461,465,458,465,7158400,465
2017-05-18,457,462,457,459,7068200,459
2017-05-19,460,460,451,459,9196200,459
2017-05-22,464,469,461,466,11781100,466
2017-05-23,465,465,457,459,8405000,459
2017-05-24,462,463,459,461,6215800,461
2017-05-25,459,468,457,467,9972100,467
2017-05-26,471,472,462,463,8270200,463
2017-05-29,462,463,459,462,4878600,462
2017-05-30,459,461,457,458,7929200,458
2017-05-31,456,456,450,454,10732900,454
2017-06-01,455,463,454,460,8101700,460
2017-06-02,464,468,460,466,9479800,466
2017-06-05,461,463,456,459,8765500,459
2017-06-06,460,460,455,456,7122700,456
2017-06-07,453,460,452,458,6739500,458
2017-06-08,460,463,453,453,9347800,453
2017-06-09,450,455,450,454,8371700,454
2017-06-12,452,458,451,455,5767800,455
2017-06-13,453,460,452,457,8313000,457
2017-06-14,458,461,457,459,7153400,459
2017-06-15,457,459,452,456,9351000,456
2017-06-16,457,461,455,459,8768300,459
2017-06-19,460,468,460,464,12574000,464
2017-06-20,469,471,466,466,10501700,466
2017-06-21,463,464,458,460,8169400,460
2017-06-22,461,461,457,457,6198600,457
2017-06-23,458,462,457,461,5211100,461
2017-06-26,461,463,460,462,3245000,462
2017-06-27,464,464,458,459,7036300,459
2017-06-28,458,466,458,462,6874600,462
2017-06-29,464,466,461,463,7705100,463
2017-06-30,462,463,458,463,8688700,463
2017-07-03,465,466,460,464,5507000,464
2017-07-04,463,465,459,460,5678400,460
2017-07-05,459,462,457,461,7350600,461
2017-07-06,461,464,459,461,4319700,461
2017-07-07,460,464,459,460,5465900,460
2017-07-10,459,463,458,460,5461200,460
2017-07-11,459,462,458,461,4836900,461
2017-07-12,462,473,461,471,19563900,471
2017-07-13,472,473,461,462,10887500,462
2017-07-14,463,467,463,464,5345000,464
2017-07-18,465,467,459,461,6151200,461
2017-07-19,460,463,458,462,3976600,462
2017-07-20,463,464,459,463,4750500,463
2017-07-21,464,464,460,461,3210400,461
2017-07-24,460,461,458,460,4093900,460
2017-07-25,459,460,457,458,4316300,458
2017-07-26,458,459,457,458,3230300,458
2017-07-27,458,465,458,460,6363900,460
2017-07-28,460,464,460,464,3328400,464
2017-07-31,462,470,460,468,10382600,468
2017-08-01,466,477,465,471,14879300,471
2017-08-02,475,480,474,478,10181700,478
2017-08-03,483,488,480,480,13701800,480
2017-08-04,477,479,475,475,4469000,475
2017-08-07,479,484,474,474,7889600,474
2017-08-08,475,475,466,467,6861500,467
2017-08-09,464,466,458,462,10051900,462
2017-08-10,460,461,456,456,5018700,456
2017-08-14,451,454,445,453,9146200,453
2017-08-15,457,459,452,452,5389200,452
2017-08-16,453,455,451,453,5282100,453
2017-08-17,452,454,450,452,4684300,452
2017-08-18,447,449,445,447,6781000,447
2017-08-21,448,454,448,449,5029500,449
2017-08-22,451,456,450,453,4998100,453
2017-08-23,455,456,448,449,4685800,449
2017-08-24,447,449,445,445,5117400,445
2017-08-25,443,445,440,441,6483100,441
2017-08-28,443,445,436,441,5418600,441
2017-08-29,437,441,437,441,4090600,441
2017-08-30,443,444,438,441,4393500,441
2017-08-31,443,448,443,445,5996400,445
2017-09-01,448,451,444,450,6247300,450
2017-09-04,455,457,442,444,7258100,444
2017-09-05,442,443,437,438,5993100,438
2017-09-06,433,436,431,435,5415800,435
2017-09-07,441,450,441,447,10518900,447
2017-09-08,449,459,447,448,15867400,448
2017-09-11,458,462,456,458,9160500,458
2017-09-12,464,465,454,457,7664000,457
2017-09-13,458,463,455,461,6303700,461
2017-09-14,461,467,460,460,8676100,460
2017-09-15,457,460,451,451,9304100,451
2017-09-19,457,459,455,458,7177500,458
2017-09-20,456,457,454,456,5006900,456
2017-09-21,459,466,459,461,11273800,461
2017-09-22,462,464,459,464,6255600,464
2017-09-25,466,467,462,465,6660800,465
2017-09-26,463,472,463,468,7557900,468
2017-09-27,470,474,464,465,7449400,465
2017-09-28,468,468,448,456,15473500,456
2017-09-29,457,457,451,454,6425400,454
2017-10-02,456,456,452,453,5439500,453
2017-10-03,455,462,454,461,9885500,461
2017-10-04,463,475,459,461,18918900,461
2017-10-05,465,474,464,465,14379200,465
2017-10-06,468,470,462,464,6557100,464
2017-10-10,462,464,456,460,9207400,460
2017-10-11,458,458,453,456,7432500,456
2017-10-12,457,468,456,466,10369900,466
2017-10-13,463,467,462,465,8583800,465
2017-10-16,468,472,466,468,9321300,468
2017-10-17,470,471,465,468,6962700,468
2017-10-18,466,467,464,467,5112600,467
2017-10-19,469,470,464,467,5125500,467
2017-10-20,467,468,464,466,6829200,466
2017-10-23,470,470,464,466,6115800,466
2017-10-24,466,471,465,470,10814700,470
2017-10-25,471,471,465,466,8256100,466
2017-10-26,466,467,463,466,4271100,466
2017-10-27,465,468,462,467,7058700,467
2017-10-30,463,466,462,465,10973300,465
2017-10-31,463,464,460,464,6140900,464
2017-11-01,462,470,462,467,8058000,467
2017-11-02,468,470,462,468,8719800,468
2017-11-06,468,472,467,469,9179600,469
2017-11-07,469,474,464,473,11866500,473
2017-11-08,470,474,468,474,8586500,474
2017-11-09,472,486,465,469,24208700,469
2017-11-10,465,467,458,459,13129900,459
2017-11-13,460,461,451,451,8766400,451
2017-11-15,449,451,440,442,13157600,442
2017-11-16,444,446,441,441,9304900,441
2017-11-17,446,446,436,438,11164100,438
2017-11-20,437,437,434,436,6460900,436
2017-11-21,439,439,435,436,7807200,436
2017-11-22,438,440,433,439,10199600,439
2017-11-24,438,442,435,439,6855300,439
2017-11-27,438,440,435,437,6730200,437
2017-11-28,439,443,437,440,6462700,440
2017-11-29,440,446,439,445,6269100,445
2017-11-30,444,453,442,450,11154500,450
2017-12-01,453,454,445,448,7369800,448
2017-12-04,452,453,446,447,6644500,447
2017-12-05,447,458,446,454,8010200,454
2017-12-06,452,456,449,451,9982000,451
2017-12-07,451,454,449,453,8330400,453
2017-12-08,451,455,450,455,11806600,455
2017-12-11,455,457,453,455,7209200,455
2017-12-12,455,460,454,457,9075700,457
2017-12-13,457,460,454,457,12414700,457
2017-12-14,455,457,452,452,10252800,452
2017-12-15,450,450,442,445,12753600,445
2017-12-18,447,448,445,447,5148300,447
2017-12-19,448,452,446,450,8504600,450
2017-12-20,447,449,446,446,5317600,446
2017-12-21,444,446,442,446,6743800,446
2017-12-22,446,447,443,444,7075300,444
2017-12-25,443,444,439,441,6986400,441
2017-12-26,441,442,437,439,5550400,439
2017-12-27,439,445,438,443,4444300,443
2017-12-28,443,445,443,445,3736800,445
2017-12-29,445,449,445,446,7395700,446
2018-01-04,451,452,448,451,9063300,451
2018-01-05,452,458,452,458,10423500,458
2018-01-09,461,463,459,462,10026500,462
2018-01-10,463,471,463,468,13539200,468
2018-01-11,464,468,463,467,7472200,467
2018-01-12,465,465,458,460,8484200,460
2018-01-15,461,462,456,458,5181000,458
2018-01-16,457,459,455,457,5121700,457
2018-01-17,456,458,454,457,5690300,457
2018-01-18,459,459,452,452,7064700,452
2018-01-19,455,456,450,455,4636000,455
2018-01-22,455,457,452,456,5010000,456
2018-01-23,456,459,455,457,5295100,457
2018-01-24,456,460,455,460,5293800,460
2018-01-25,461,461,456,458,5757200,458
2018-01-26,457,460,455,457,4216200,457
2018-01-29,454,457,452,457,4280100,457
2018-01-30,455,455,448,451,6415200,451
2018-01-31,446,447,440,442,9443300,442
2018-02-01,445,446,441,445,6982000,445
2018-02-02,442,448,440,447,7829200,447
2018-02-05,441,445,440,444,12006200,444
2018-02-06,436,438,416,421,20123200,421
2018-02-07,429,430,415,416,14638000,416
2018-02-08,420,421,411,413,13175700,413
2018-02-09,399,400,395,398,13501200,398
2018-02-13,403,404,394,395,11890600,395
2018-02-14,395,397,387,389,12719700,389
2018-02-15,392,394,388,388,8759000,388
2018-02-16,392,406,391,405,13826000,405
2018-02-19,408,415,407,414,9412400,414
2018-02-20,416,418,413,417,9730400,417
2018-02-21,418,419,409,412,8818200,412
2018-02-22,406,407,400,401,10065700,401
2018-02-23,405,411,403,408,7256200,408
2018-02-26,412,420,412,416,7472800,416
2018-02-27,419,419,414,417,7524900,417
2018-02-28,413,417,410,412,8054700,412
2018-03-01,407,408,403,405,7037600,405
2018-03-02,399,400,394,396,10110300,396
2018-03-05,395,396,388,391,7927900,391
2018-03-06,398,402,397,400,9252600,400
2018-03-07,395,398,390,391,8960400,391
2018-03-08,393,395,388,389,6359200,389
2018-03-09,388,391,382,384,14341100,384
2018-03-12,387,391,387,390,7600700,390
2018-03-13,388,396,388,395,7416300,395
2018-03-14,394,396,392,393,9798200,393
2018-03-15,391,395,386,393,7652100,393
2018-03-16,394,394,386,388,14435400,388
2018-03-19,389,393,387,390,7463200,390
2018-03-20,391,400,391,398,11751500,398
2018-03-22,395,397,390,392,12146000,392
2018-03-23,386,392,383,385,11903200,385
2018-03-26,383,384,378,383,9654500,383
2018-03-27,385,397,383,395,9985200,395
2018-03-28,389,406,389,406,12624000,406
2018-03-29,409,414,407,413,9486500,413
2018-03-30,414,416,409,410,6996500,410
2018-04-02,411,414,411,411,4653300,411
2018-04-03,405,412,404,410,7640600,410
2018-04-04,408,412,403,410,13007300,410
2018-04-05,410,413,405,410,9137800,410
2018-04-06,410,415,409,412,11036500,412
2018-04-09,412,422,411,419,10920900,419
2018-04-10,420,424,418,421,7492000,421
2018-04-11,421,429,420,423,9254900,423
2018-04-12,423,423,418,422,4824000,422
2018-04-13,423,427,423,425,5043500,425
2018-04-16,426,432,425,430,7408900,430
2018-04-17,443,449,430,433,18223800,433
2018-04-18,437,452,436,450,19998600,450
2018-04-19,448,458,447,457,13978600,457
2018-04-20,460,463,453,456,16501500,456
2018-04-23,458,468,458,467,13072400,467
2018-04-24,470,480,466,480,15619600,480
2018-04-25,474,483,474,480,15679300,480
2018-04-26,478,494,475,492,20699400,492
2018-04-27,498,523,495,521,43384500,521
2018-05-01,523,546,522,546,31601800,546
2018-05-02,551,559,533,540,41983700,540
2018-05-07,537,565,535,565,38351000,565
2018-05-08,566,598,560,597,58431200,597
2018-05-09,598,599,543,547,72813900,547
2018-05-10,537,555,528,545,39995000,545
2018-05-11,543,568,542,562,30600600,562
2018-05-14,565,589,559,587,34908100,587
2018-05-15,582,598,570,578,46909700,578
2018-05-16,577,588,568,579,25727600,579
2018-05-17,585,585,566,576,23729000,576
2018-05-18,575,593,572,586,26801200,586
2018-05-21,584,597,577,578,25998000,578
2018-05-22,580,582,556,557,34158700,557
2018-05-23,558,561,543,548,22670600,548
2018-05-24,548,551,537,540,18631000,540
2018-05-25,539,546,532,538,17209100,538
2018-05-28,537,545,530,539,16697300,539
2018-05-29,535,541,525,530,17043400,530
2018-05-30,519,529,514,527,23230500,527
2018-05-31,530,531,514,517,20480200,517
